,Seed,Learning Rate,Batch Size,Val CE,Val Accuracy,Val F1,Test CE,Test Accuracy,Test F1,Fine Tuning Time(m),Test Labeling Time(m),classification_report
0,78516,1e-06,8,1.262848220729068,0.9649432040736389,0.9675685825638338,2.0340740210618136,0.9598950090709075,0.964703262349364,41.43694297075272,0.17556228240331015,"              precision    recall  f1-score   support

         LOC     0.5418    0.8605    0.6650       301
         ORG     0.4594    0.8391    0.5937       553
         PER     0.8371    0.9097    0.8719       288

   micro avg     0.5469    0.8625    0.6694      1142
   macro avg     0.6128    0.8697    0.7102      1142
weighted avg     0.5764    0.8625    0.6826      1142
"
0,944601,0.0001,32,7.7188350191483135,0.9647473560517039,0.9675772353620054,11.11239593563711,0.9500521094684834,0.9577035156969672,16.455300001303353,0.1588353395462036,"              precision    recall  f1-score   support

         LOC     0.5781    0.8239    0.6795       301
         ORG     0.3977    0.8300    0.5378       553
         PER     0.8356    0.8472    0.8414       288

   micro avg     0.5072    0.8327    0.6304      1142
   macro avg     0.6038    0.8337    0.6862      1142
weighted avg     0.5557    0.8327    0.6517      1142
"
0,944601,0.0001,16,6.173844975347702,0.949960830395613,0.9559772338866461,5.390032436164534,0.9443393677384491,0.9532539105001964,13.955508756637574,0.17075827519098918,"              precision    recall  f1-score   support

         LOC     0.4543    0.6944    0.5493       301
         ORG     0.3520    0.7830    0.4857       553
         PER     0.8033    0.8507    0.8263       288

   micro avg     0.4446    0.7767    0.5655      1142
   macro avg     0.5366    0.7760    0.6204      1142
weighted avg     0.4928    0.7767    0.5884      1142
"
0,944601,0.0001,8,6.173844975347702,0.949960830395613,0.0,2.7009154064442824,0.9443393677384491,0.9532539105001964,11.53192761739095,0.17536169290542603,"              precision    recall  f1-score   support

         LOC     0.4543    0.6944    0.5493       301
         ORG     0.3520    0.7830    0.4857       553
         PER     0.8033    0.8507    0.8263       288

   micro avg     0.4446    0.7767    0.5655      1142
   macro avg     0.5366    0.7760    0.6204      1142
weighted avg     0.4928    0.7767    0.5884      1142
"
0,944601,1e-05,32,5.479990718456415,0.9717978848413631,0.9736960370553871,9.167534246602479,0.9638321689118771,0.9679417977959359,19.053806134064992,0.15916306575139363,"              precision    recall  f1-score   support

         LOC     0.5899    0.8505    0.6966       301
         ORG     0.4869    0.8716    0.6248       553
         PER     0.8927    0.8958    0.8943       288

   micro avg     0.5814    0.8722    0.6977      1142
   macro avg     0.6565    0.8726    0.7385      1142
weighted avg     0.6164    0.8722    0.7117      1142
"
0,944601,1e-05,16,2.6165710418449284,0.9701331766549158,0.9721624882880467,4.532732963849626,0.961091596865712,0.9655017028754089,18.185854168732963,0.17064095338185628,"              precision    recall  f1-score   support

         LOC     0.5278    0.7874    0.6320       301
         ORG     0.4685    0.8481    0.6036       553
         PER     0.8548    0.9201    0.8863       288

   micro avg     0.5517    0.8503    0.6692      1142
   macro avg     0.6171    0.8519    0.7073      1142
weighted avg     0.5816    0.8503    0.6824      1142
"
0,944601,1e-05,8,2.1931242559552557,0.9825695260477869,0.9832355039693977,3.0056397663550105,0.9749102559153897,0.9768123630173889,29.762295933564506,0.17610642512639363,"              precision    recall  f1-score   support

         LOC     0.6815    0.8671    0.7632       301
         ORG     0.5867    0.9060    0.7122       553
         PER     0.8893    0.8924    0.8908       288

   micro avg     0.6678    0.8923    0.7639      1142
   macro avg     0.7191    0.8885    0.7887      1142
weighted avg     0.6880    0.8923    0.7707      1142
"
0,944601,1e-06,32,5.13827111858588,0.949764982373678,0.9547942800335838,8.490592435878867,0.9416373952985679,0.9509786810046231,45.825828464825946,0.15920598109563192,"              precision    recall  f1-score   support

         LOC     0.4637    0.8272    0.5943       301
         ORG     0.3500    0.7722    0.4817       553
         PER     0.7861    0.9062    0.8419       288

   micro avg     0.4485    0.8205    0.5800      1142
   macro avg     0.5333    0.8352    0.6393      1142
weighted avg     0.4900    0.8205    0.6022      1142
"
0,944601,1e-06,16,2.6670125817450194,0.9615158636897767,0.9646974295498446,4.138202371404452,0.9529084803335006,0.9594730231009689,46.201870667934415,0.17085259755452473,"              precision    recall  f1-score   support

         LOC     0.5121    0.8439    0.6374       301
         ORG     0.4096    0.8065    0.5432       553
         PER     0.8484    0.9132    0.8796       288

   micro avg     0.5082    0.8433    0.6342      1142
   macro avg     0.5900    0.8545    0.6867      1142
weighted avg     0.5472    0.8433    0.6529      1142
"
0,944601,1e-06,8,1.1501905915199542,0.9544653349001175,0.9586976860153863,1.8534730327764044,0.9458447523835257,0.9538559361916059,31.5833491841952,0.17565359274546305,"              precision    recall  f1-score   support

         LOC     0.4613    0.8306    0.5931       301
         ORG     0.3687    0.7722    0.4991       553
         PER     0.7587    0.9062    0.8259       288

   micro avg     0.4589    0.8214    0.5888      1142
   macro avg     0.5296    0.8363    0.6394      1142
weighted avg     0.4915    0.8214    0.6063      1142
"
